node_id,email,has_picture_cover,has_linkedin,has_twitter,has_personal_url,has_instagram,is_unwanted,tags,goals,nb_chars_in_bio
2418461,yahoo,0,0,0,0,0,1,,,0.0
1958211,gmail,0,0,0,0,0,1,Planning;EventManagement;Marketing,Job opportunities,43.0
1943235,gmail,1,0,0,0,0,1,Nonprofit;Volunteering;Activism,Ideas & inspiration;New friends in town;Job opportunities,71.0
1936930,gmail,1,0,0,0,0,1,Management;Marketing,Grow my business;Funding,41.0
2025972,hotmail,1,1,0,0,0,1,,,44.0
1985195,gmail,1,0,0,0,0,1,Dancing;Photography;Art;CreativeDirection;FashionPhotography;InteriorDesign;Creativity;Design,,0.0
2122074,gmail,1,0,0,0,0,1,Modeling;PortraitPhotography;Music;Photography,Job opportunities,25.0
2601142,gmail,1,0,0,0,0,1,Technology;DigitalMarketing;SocialResponsibility,Ideas & inspiration;Explore a career change;New friends in town,0.0
2058479,gmail,1,0,0,0,0,1,Technology;Future;Engineering;ElectricalEngineering,Job opportunities;Ideas & inspiration;New friends in town,140.0
1939003,gmail,1,0,0,0,0,1,Psychology;Singing;CulturalDiversity;Education;Dancing;HigherEducation;SongWriting;PerformingArts;Theatre;Music;Teaching;Acting,Job opportunities;Mentorship;Ideas & inspiration,248.0
2420219,hotmail,1,0,0,0,0,1,ProductDevelopment;Technology;Startups;Future;Innovation,Mentorship;Job opportunities;Ideas & inspiration,26.0
2422471,gmail,1,0,0,0,0,1,Ecommerce;Entrepreneurship,Collaborators & talent to hire;Job opportunities;A co-founder,43.0
2006059,yahoo,1,0,0,0,0,1,,,0.0
2418612,gmail,1,0,0,0,0,1,Books;CMS;CyberSecurity;ProductMarketing;InformationTechnology;Digital;Blogging;Ecommerce;Travel;HotelManagement;ComputerScience;Technology,Explore a career change;Ideas & inspiration;Job opportunities,100.0
2087895,gmail,0,0,0,0,0,1,Creativity;Culture;StreetArt;Photography;Travel;Art;Tattoo;Music,Potential investments;Job opportunities;Explore a career change,
2345429,gmail,1,0,0,0,0,1,Art;CommercialPhotography;Music;Drawing;PortraitPhotography;Modeling,New friends in town;Ideas & inspiration,41.0
1968170,gmail,0,0,0,0,0,1,,,236.0
2466362,gmail,1,0,0,0,0,1,Networking;Mentorship;ResidualIncome;WomensEmpowerment;Entrepreneurship;Business;Ecommerce;ConnectPeople,Ideas & inspiration;New friends in town,135.0
2063756,outlook,0,0,0,0,0,1,Medicine;Pharmaceuticals;PublicHealth;Biology;Healthcare;MedicalDevices;Biomedical;Health;Nutrition,New friends in town;Ideas & inspiration;Job opportunities,
2047357,gmail,0,0,0,0,0,1,Lawyer;Law;CorporateLaw,Job opportunities;Mentorship;Ideas & inspiration,57.0
1987333,hotmail,1,0,0,0,0,1,Leadership;Agile;CareerCoaching;LeanManagement;Management;TalentAcquisition;ChangeManagement;HumanResources;TalentManagement,Mentorship;Collaborators & talent to hire;Job opportunities,37.0
1958441,gmail,1,0,0,0,0,1,,,0.0
2429879,hotmail,1,0,0,0,0,1,Sports;Running,New friends in town,40.0
2407378,gmail,1,0,0,0,0,1,,,0.0
2472416,icloud,1,0,0,0,0,1,HumanResources;EmployeeBenefits;PersonnalDevelopment;Recruiting;Business;OrganizationalConsulting;Training;PersonalDevelopment,Mentorship;Job opportunities;Ideas & inspiration,228.0
1949365,gmail,1,0,0,0,0,1,Gardening,Ideas & inspiration;Freelance projects;New friends in town,42.0
2448885,gmail,1,0,0,0,0,1,WomensEmpowerment;ConnectPeople;ResidualIncome;Entrepreneurship,Ideas & inspiration;New friends in town,54.0
2011044,gmail,1,0,0,0,0,1,Technology;ProductMarketing,Collaborators & talent to hire;Job opportunities;Hire freelancers,35.0
2401992,gmail,1,0,0,0,0,1,Sports;Running;Basketball,New friends in town,76.0
2256883,icloud,1,0,0,0,0,1,,,0.0
2336352,icloud,0,0,0,0,0,1,Marketing;EventPlanning,Potential investments,27.0
1953378,outlook,1,0,0,1,1,1,Entrepreneurship;Collaboration;Innovation;Future;PersonalDevelopment;BusinessOwner;Business;Networking;Mentorship,Potential investments;Grow my business;Collaborators & talent to hire,247.0
2090927,gmail,1,0,0,0,0,1,Football;Sports,New friends in town,27.0
2149741,gmail,1,0,0,0,0,1,,,0.0
2094147,other,0,0,0,0,0,1,,,2.0
2153874,gmail,0,0,0,0,0,1,Nature;Art;Litterature,Ideas & inspiration;New friends in town,
2003982,gmail,0,0,0,0,0,1,Art,Job opportunities,
2040519,gmail,1,0,0,0,0,1,,,0.0
2441914,gmail,1,0,0,0,0,1,,,0.0
2435324,gmail,0,0,0,0,0,1,Technology;ProductManagement,Job opportunities,26.0
2269515,gmail,1,0,0,0,0,1,Relaxation;Gaming,New friends in town,25.0
1946975,other,1,0,0,0,0,1,,,101.0
2143990,gmail,1,0,0,0,0,1,,,0.0
2264541,gmail,1,0,0,0,0,1,Teaching;Psychology;Nursing,Job opportunities;Explore a career change;New friends in town,117.0
2448403,gmail,1,0,0,0,0,1,ProductDevelopment;Technology;SmallBusiness;Entrepreneurship;Networking;Startups;ProductManagement;Mentorship;Innovation,New friends in town,36.0
2419802,gmail,1,0,0,0,0,1,Painting;Creativity;Artist;Art;CustomerService;Startups;AdminSys;Innovation;Ecommerce;Drawing;Marketing;Administration,,25.0
2520470,hotmail,1,0,0,0,0,1,FinancialAnalysis;Finance;FinancialPlanning;MediaPlanning;MediaProduction;WealthManagement;Hockey;Soccer;SportIndustry;RetirementPlanning;Sports,Mentorship;Job opportunities;Freelance projects,74.0
2007551,hotmail,1,0,0,0,0,1,,,0.0
1948394,hotmail,0,0,0,0,0,1,,Job opportunities,0.0
1965899,yahoo,0,0,0,0,0,1,,,0.0
2361619,gmail,0,0,0,0,0,1,WildLife;Coffee;Camping;Outdoors;Hunting;OutdoorAdventure;Nature;Hiking,Job opportunities,
2082631,other,1,0,0,0,0,1,,,0.0
2423640,gmail,1,1,0,0,0,1,Business;Finance;Entrepreneurship;Startups;Media;Technology;EnergySavings;Energy;Industry;Music;Gardening;Sailing,New friends in town;Mentorship;Job opportunities,250.0
2446491,yahoo,1,0,0,0,0,1,,,
1975934,other,1,0,0,0,1,1,Fitness;Christian;Hiking;Craft;Reading;Nutrition;Creativity;Gardening,Mentor others;New friends in town;Mentorship,127.0
2547326,gmail,1,0,0,0,0,1,Healthcare;HealthTech,Explore a career change;Hire freelancers,27.0
1945900,gmail,0,0,0,0,0,1,CADDesign;SupplyChainManagement;ELearning;SocialWorking;KnowledgeManagement;Engineering;ProjectPlanning;Education,Mentorship;Explore a career change;New friends in town,35.0
2143271,gmail,1,1,1,1,1,1,Forex;Leadership;Entrepreneurship;Bitcoin,Funding;Explore a career change;New friends in town,224.0
2055241,gmail,0,0,0,0,0,1,Government;Politics;History,New friends in town,42.0
2127569,gmail,1,0,0,0,0,1,,Explore a career change,25.0
1978170,yahoo,1,0,0,0,0,1,Art;MusicIndustry;Fashion;Music;Photography,Mentorship;Job opportunities;New friends in town,112.0
2421526,live,1,0,0,0,0,1,EventPlanning;Philosophy;Art;Modeling;Communication;Law;Culture,Job opportunities;Mentorship;New friends in town,
2095784,gmail,0,0,0,0,0,1,,,0.0
1996796,hotmail,1,1,0,0,1,1,Sports;Administration;Assistant;Triathlon;TrailRunning;Nature,Explore a career change;Ideas & inspiration;Job opportunities,241.0
1996175,hotmail,1,0,0,0,0,1,Automation;Robotics,Collaborators & talent to hire;Mentor others;Job opportunities,37.0
2063329,gmail,1,0,0,0,0,1,SmallBusiness;InternationalBusinessDevelopment;Entrepreneurship,New friends in town;Grow my business;Collaborators & talent to hire,58.0
2340407,gmail,0,0,0,0,0,1,BrandDevelopment;Marketing,Explore a career change;Grow my business;Job opportunities,134.0
2417837,gmail,0,0,0,0,0,1,,Job opportunities,
2420826,yahoo,1,1,1,1,1,1,Animals;Photography;Mentorship;Philanthropy;Videography;ArtGalleries;Entertainment;Finance;Djing;Trading;Media;Music,Grow my business;Ideas & inspiration;Mentorship,243.0
2038118,gmail,1,0,0,0,0,1,,,0.0
2420927,gmail,1,0,0,0,0,1,Culture;Music;Art;Museums;Movies,Ideas & inspiration;New friends in town;Job opportunities,75.0
2544952,gmail,1,0,0,0,0,1,Growth;Innovation;CEO;Entrepreneurship;SmallBusiness;PersonalDevelopment;BusinessOwner;Startups;ProductDevelopment;BusinessDevelopment,Funding;Mentor others;Potential investments,29.0
2029488,gmail,1,0,0,0,0,1,,,34.0
2605429,gmail,1,0,0,0,0,1,StrategicPartnerships;Entrepreneurship;BusinessDevelopment;PersonnalDevelopment;NetworkMarketing,New friends in town;Job opportunities;Potential investments,216.0
2059526,hotmail,1,1,0,0,0,1,,,0.0
2074427,hotmail,1,0,0,0,0,1,,Mentorship;Explore a career change;New friends in town,0.0
1966746,gmail,0,0,0,0,0,1,HumanServices;Education;Literacy,Ideas & inspiration,
2406105,gmail,1,0,0,0,0,1,,Funding,25.0
2235099,gmail,1,0,0,0,0,1,Technology;SoftwareDevelopment;Coding,Job opportunities;Mentorship;Ideas & inspiration,18.0
2386756,gmail,1,0,0,0,0,1,Ecommerce;Branding;Marketing;MarketingStrategy;Communication,Grow my business;New friends in town;Ideas & inspiration,27.0
2029682,gmail,1,0,0,0,0,1,Recruiting;ChangeManagement;Technology;OrganizationalConsulting,Mentorship;New friends in town;Job opportunities,53.0
2569630,other,1,0,0,0,0,1,Funding;Finance;Startups;Technology,Mentor others;Ideas & inspiration;Grow my business,
1955123,orange,1,0,0,0,0,1,Reading;Art,Job opportunities;Explore a career change;Potential investments,150.0
2011880,yahoo,0,0,0,0,0,1,,,0.0
2052611,gmail,1,0,0,0,0,1,ESports;VirtualReality;Gaming;VideoGaming;PunkRock,New friends in town,53.0
1957806,icloud,0,0,0,0,0,1,,Collaborators & talent to hire;Job opportunities;Potential investments,32.0
2047512,gmail,1,1,0,0,0,1,,,67.0
2017104,gmail,1,0,0,0,0,1,Finance;Marketing,Job opportunities;Funding;Mentorship,67.0
1988665,hotmail,0,0,0,0,0,1,Football;Sports;Swimming,Mentorship;Potential investments,90.0
2000778,hotmail,1,0,0,0,0,1,OrganizationalPlanning;HumanResources,Potential investments;New friends in town;Explore a career change,70.0
1947348,gmail,1,0,0,0,0,1,,New friends in town;Explore a career change;Job opportunities,0.0
1959530,gmail,1,0,0,0,0,1,,,0.0
2419136,hotmail,1,0,0,0,0,1,CommunityOutreach;SocialChange;Charities;SocialJustice;Feminism;Community;Volunteering;SocialEntrepreneurship;Nonprofit;FundRaising;SocialImpact,New friends in town,26.0
2028480,gmail,0,0,0,0,0,1,,New friends in town;Mentor others;Mentorship,0.0
2410267,gmail,1,0,0,0,0,1,InvestmentBanking;Finance,New friends in town,43.0
2064869,gmail,1,0,0,0,0,1,ITManagement;Technology;TechnicalSupport;Construction;InformationTechnology,Job opportunities;Explore a career change,46.0
1966652,gmail,1,0,0,0,0,1,Nature;Modeling;Photography;OutdoorAdventure;Theatre;Psychology;Travel;Adventure,New friends in town,98.0
2520371,gmail,1,1,0,1,1,1,RetirementPlanning;AssetManagement;RiskManagement;Economics;LifeInsurance;Blockchain;InvestmentAdvisor;CorporateFinance;SocialEntrepreneurship;Finance;CapitalMarkets;Nonprofit,Ideas & inspiration;Potential investments;A co-founder,80.0
2215616,gmail,0,0,0,0,0,1,Administration;Diversity;CulturalDiversitycultural;Recruiting;HumanResources;OrganizationalPlanning;ChangeManagement;CustomerExperience;Networking;EmployeeEngagement;EmployeeRelation;PersonnalDevelopment,Ideas & inspiration;Job opportunities;Explore a career change,
2087127,gmail,1,1,0,0,0,1,Transportation;Languages;Logistics;Travel;SupplyChain,,0.0
2521078,gmail,1,0,0,0,0,1,Technology;Business;BusinessDevelopment;Innovation;Startups;Entrepreneurship;Networking;CEO;Marketing;Finance;Sales;Investing,Potential investments;Funding;Grow my business,129.0
1974438,other,0,0,0,0,0,1,Auditing;Finance,Mentorship;Collaborators & talent to hire;Job opportunities,28.0
